kanji,meanings,kun,on,level
閉,"closed,shut","と.じる,と.ざす,し.める,し.まる,た.てる",ヘイ,n3
途,"route,way,road",みち,ト,n3
抜,"slip out,extract,pull out,pilfer,quote,remove,omit","ぬ.く,-ぬ.く,ぬ.き,ぬ.ける,ぬ.かす,ぬ.かる","バツ,ハツ,ハイ",n3
暮,"evening,twilight,season's end,livelihood,make a living,spend time","く.れる,く.らす",ボ,n3
慣,"accustomed,get used to,become experienced","な.れる,な.らす",カン,n3
貧,"poverty,poor",まず.しい,"ヒン,ビン",n3
祖,"ancestor,pioneer,founder",まず.しい,ソ,n3
婚,marriage,まず.しい,コン,n3
浮,"floating,float,rise to surface","う.く,う.かれる,う.かぶ,う.かべる",フ,n3
押,"push,stop,check,subdue,attach,seize,weight,shove,press,seal,do in spite of","お.す,お.し-,お.っ-,お.さえる,おさ.える",オウ,n3
吸,"suck,imbibe,inhale,sip",す.う,キュウ,n3
倒,"overthrow,fall,collapse,drop,break down","たお.れる,-だお.れ,たお.す,さかさま,さかさ,さかしま",トウ,n3
払,"pay,clear out,prune,banish,dispose of","はら.う,-はら.い,-ばら.い","フツ,ヒツ,ホツ",n3
寒,cold,さむ.い,カン,n3
遅,"slow,late,back,later","おく.れる,おく.らす,おそ.い",チ,n3
忘,forget,わす.れる,ボウ,n3
更,"grow late,night watch,sit up late,of course,renew,renovate,again,more and more,further","さら,さら.に,ふ.ける,ふ.かす",コウ,n3
誤,"mistake,err,do wrong,mislead","あやま.る,-あやま.る",ゴ,n3
幾,"how many,how much,how far,how long,some,several","いく-,いく.つ,いく.ら",キ,n3
抱,"embrace,hug,hold in arms","だ.く,いだ.く,かか.える",ホウ,n3
恐,"fear,dread,awe","おそ.れる,おそ.る,おそ.ろしい,こわ.い,こわ.がる",キョウ,n3
窓,"window,pane","まど,てんまど,けむだし","ソウ,ス",n3
戻,"re-,return,revert,resume,restore,go backwards","もど.す,もど.る",レイ,n3
越,"surpass,cross over,move to,exceed,Vietnam","こ.す,-こ.す,-ご.し,こ.える,-ご.え","エツ,オツ",n3
互,"mutually,reciprocally,together","たが.い,かたみ.に",ゴ,n3
逃,"escape,flee,shirk,evade,set free","に.げる,に.がす,のが.す,のが.れる",トウ,n3
緒,"thong,beginning,inception,end,cord,strap,mental or emotional state","お,いとぐち","ショ,チョ",n3
腹,"abdomen,belly,stomach",はら,フク,n3
頂,"place on the head,receive,top of head,top,summit,peak","いただ.く,いただき",チョウ,n3
到,"arrival,proceed,reach,attain,result in",いた.る,トウ,n3
寝,"lie down,sleep,rest,bed,remain unsold","ね.る,ね.かす,い.ぬ,みたまや,や.める",シン,n3
盗,"steal,rob,pilfer","ぬす.む,ぬす.み",トウ,n3
晩,"nightfall,night","ぬす.む,ぬす.み",バン,n3
御,"honorable,manipulate,govern","おん-,お-,み-","ギョ,ゴ",n3
吹,"blow,breathe,puff,emit,smoke",ふ.く,スイ,n3
娘,"daughter,girl","むすめ,こ",ジョウ,n3
怒,"angry,be offended","いか.る,おこ.る","ド,ヌ",n3
杯,"counter for cupfuls,wine glass,glass,toast",さかずき,ハイ,n3
疲,"exhausted,tire,weary","つか.れる,-づか.れ,つか.らす",ヒ,n3
皆,"all,everything","みな,みんな",カイ,n3
煙,smoke,"けむ.る,けむり,けむ.い",エン,n3
洗,"wash,inquire into,probe",あら.う,セン,n3
眠,"sleep,die,sleepy","ねむ.る,ねむ.い",ミン,n3
怖,"dreadful,be frightened,fearful","こわ.い,こわ.がる,お.じる,おそ.れる","フ,ホ",n3
髪,hair of the head,かみ,ハツ,n3
忙,"busy,occupied,restless","いそが.しい,せわ.しい,おそ.れる,うれえるさま","ボウ,モウ",n3
靴,shoes,くつ,カ,n3
恥,"shame,dishonor","は.じる,はじ,は.じらう,は.ずかしい",チ,n3
偶,"accidentally,even number,couple,man & wife,same kind",たま,グウ,n3
偉,"admirable,greatness,remarkable,conceited,famous,excellent",えら.い,イ,n3
猫,cat,ねこ,ビョウ,n3
会,"meeting,meet,party,association,interview,join","あ.う,あ.わせる,あつ.まる","カイ,エ",n4
同,"same,agree,equal",おな.じ,ドウ,n4
自,oneself,"みずか.ら,おの.ずから,おの.ずと","ジ,シ",n4
事,"matter,thing,fact,business,reason,possibly","こと,つか.う,つか.える","ジ,ズ",n4
社,"company,firm,office,association,shrine",やしろ,シャ,n4
力,"power,strength,strong,strain,bear up,exert",ちから,"リョク,リキ,リイ",n4
立,"stand up,rise,set up,erect","た.つ,-た.つ,た.ち-,た.てる,-た.てる,た.て-,たて-,-た.て,-だ.て,-だ.てる","リツ,リュウ,リットル",n4
手,hand,"て,て-,-て,た-","シュ,ズ",n4
地,"ground,earth","て,て-,-て,た-","チ,ジ",n4
田,"rice field,rice paddy",た,デン,n4
方,"direction,person,alternative","かた,-かた,-がた",ホウ,n4
発,"departure,discharge,publish,emit,start from,disclose,counter for gunshots","た.つ,あば.く,おこ.る,つか.わす,はな.つ","ハツ,ホツ",n4
目,"eye,class,look,insight,experience,care,favor","め,-め,ま-","モク,ボク",n4
場,"location,place",ば,"ジョウ,チョウ",n4
者,"someone,person",もの,シャ,n4
業,"business,vocation,arts,performance",わざ,"ギョウ,ゴウ",n4
明,"bright,light","あ.かり,あか.るい,あか.るむ,あか.らむ,あき.らか,あ.ける,-あ.け,あ.く,あ.くる,あ.かす","メイ,ミョウ,ミン",n4
新,new,"あたら.しい,あら.た,あら-,にい-",シン,n4
正,"correct,justice,righteous,10**40","ただ.しい,ただ.す,まさ,まさ.に","セイ,ショウ",n4
京,"capital,10**16",みやこ,"キョウ,ケイ,キン",n4
公,"public,prince,official,governmental",おおやけ,"コウ,ク",n4
通,"traffic,pass through,avenue,commute,counter for lettersnotesdocumentsetc.","とお.る,とお.り,-とお.り,-どお.り,とお.す,とお.し,-どお.し,かよ.う","ツウ,ツ",n4
員,"employee,member,number,the one in charge","とお.る,とお.り,-とお.り,-どお.り,とお.す,とお.し,-どお.し,かよ.う",イン,n4
理,"logic,arrangement,reason,justice,truth",ことわり,リ,n4
体,"body,substance,object,reality,counter for images","からだ,かたち","タイ,テイ",n4
開,"open,unfold,unseal","ひら.く,ひら.き,-びら.き,ひら.ける,あ.く,あ.ける",カイ,n4
文,"sentence,literature,style,art,decoration,figures,plan,literary radical (no. 67)","ふみ,あや","ブン,モン",n4
問,"question,ask,problem","と.う,と.い,とん",モン,n4
代,"substitute,change,convert,replace,period,age,counter for decades of ageserasetc.,generation,charge,rate,fee","か.わる,かわ.る,かわ.り,か.わり,-がわ.り,-が.わり,か.える,よ,しろ","ダイ,タイ",n4
作,"make,production,prepare,build","つく.る,つく.り,-づく.り","サク,サ",n4
用,"utilize,business,service,use,employ",もち.いる,ヨウ,n4
動,"move,motion,change,confusion,shift,shake","うご.く,うご.かす",ドウ,n4
言,"say,word","い.う,こと","ゲン,ゴン",n4
強,strong,"つよ.い,つよ.まる,つよ.める,し.いる,こわ.い","キョウ,ゴウ",n4
野,"plains,field,rustic,civilian life","の,の-","ヤ,ショ",n4
思,think,"おも.う,おもえら.く,おぼ.す",シ,n4
家,"house,home,family,professional,expert,performer","いえ,や,うち","カ,ケ",n4
主,"lord,chief,master,main thing,principal","ぬし,おも,あるじ","シュ,ス,シュウ",n4
題,"topic,subject","ぬし,おも,あるじ",ダイ,n4
町,"town,village,block,street",まち,チョウ,n4
意,"idea,mind,heart,taste,thought,desire,care,liking",まち,イ,n4
心,"heart,mind,spirit,heart radical (no. 61)","こころ,-ごころ",シン,n4
度,"degrees,occurrence,time,counter for occurrences,consider,attitude","たび,-た.い","ド,ト,タク",n4
教,"teach,faith,doctrine","おし.える,おそ.わる",キョウ,n4
持,"hold,have","も.つ,-も.ち,も.てる",ジ,n4
多,"many,frequent,much","おお.い,まさ.に,まさ.る",タ,n4
口,mouth,くち,"コウ,ク",n4
元,"beginning,former time,origin",もと,"ゲン,ガン",n4
近,"near,early,akin,tantamount",ちか.い,"キン,コン",n4
考,"consider,think over","かんが.える,かんが.え",コウ,n4
画,"brush-stroke,picture","えが.く,かく.する,かぎ.る,はかりごと,はか.る","ガ,カク,エ,カイ",n4
海,"sea,ocean",うみ,カイ,n4
早,"early,fast","はや.い,はや,はや-,はや.まる,はや.める,さ-","ソウ,サッ",n4
売,sell,"う.る,う.れる",バイ,n4
不,"negative,non-,bad,ugly,clumsy","う.る,う.れる","フ,ブ",n4
世,"generation,world,society,public",よ,"セイ,セ,ソウ",n4
空,"empty,sky,void,vacant,vacuum","そら,あ.く,あ.き,あ.ける,から,す.く,す.かす,むな.しい",クウ,n4
知,"know,wisdom","し.る,し.らせる",チ,n4
院,"Inst.,institution,temple,mansion,school","し.る,し.らせる",イン,n4
計,"plot,plan,scheme,measure","はか.る,はか.らう",ケイ,n4
足,"leg,foot,be sufficient,counter for pairs of footwear","あし,た.りる,た.る,た.す",ソク,n4
界,"world,boundary","あし,た.りる,た.る,た.す",カイ,n4
字,"character,letter,word,section of village","あざ,あざな,-な",ジ,n4
音,"sound,noise","おと,ね","オン,イン,-ノン",n4
朝,"morning,dynasty,regime,epoch,period,(North) Korea",あさ,チョウ,n4
以,"by means of,because,in view of,compared with",もっ.て,イ,n4
台,"pedestal,a stand,counter for machines and vehicles","うてな,われ,つかさ","ダイ,タイ",n4
広,"wide,broad,spacious","ひろ.い,ひろ.まる,ひろ.める,ひろ.がる,ひろ.げる",コウ,n4
道,"road-way,street,district,journey,course,moral,teachings","みち,いう","ドウ,トウ",n4
安,"relax,cheap,low,quiet,rested,contented,peaceful","やす.い,やす.まる,やす,やす.らか",アン,n4
重,"heavy,important,esteem,respect,heap up,pile up,nest of boxes,-fold","え,おも.い,おも.り,おも.なう,かさ.ねる,かさ.なる,おも","ジュウ,チョウ",n4
赤,red,"あか,あか-,あか.い,あか.らむ,あか.らめる","セキ,シャク",n4
青,"blue,green","あお,あお-,あお.い","セイ,ショウ",n4
工,"craft,construction,katakana e radical (no. 48)","あお,あお-,あお.い","コウ,ク,グ",n4
止,"stop,halt","と.まる,-ど.まり,と.める,-と.める,-ど.め,とど.める,とど.め,とど.まる,や.める,や.む,-や.む,よ.す,-さ.す,-さ.し",シ,n4
集,"gather,meet,congregate,swarm,flock","あつ.まる,あつ.める,つど.う",シュウ,n4
物,"thing,object,matter","もの,もの-","ブツ,モツ",n4
切,"cut,cutoff,be sharp","き.る,-き.る,き.り,-き.り,-ぎ.り,き.れる,-き.れる,き.れ,-き.れ,-ぎ.れ","セツ,サイ",n4
使,"use,send on a mission,order,messenger,envoy,ambassador,cause","つか.う,つか.い,-つか.い,-づか.い",シ,n4
品,"goods,refinement,dignity,article,counter for meal courses",しな,"ヒン,ホン",n4
死,"death,die","し.ぬ,し.に-",シ,n4
始,"commence,begin","はじ.める,-はじ.める,はじ.まる",シ,n4
楽,"music,comfort,ease","たの.しい,たの.しむ,この.む","ガク,ラク,ゴウ",n4
運,"carry,luck,destiny,fate,lot,transport,progress,advance",はこ.ぶ,ウン,n4
少,"few,little","すく.ない,すこ.し",ショウ,n4
終,"end,finish","お.わる,-お.わる,おわ.る,お.える,つい,つい.に",シュウ,n4
花,flower,はな,"カ,ケ",n4
住,"dwell,reside,live,inhabit","す.む,す.まう,-ず.まい","ジュウ,ヂュウ,チュウ",n4
親,"parent,intimacy,relative,familiarity,dealer (cards)","おや,おや-,した.しい,した.しむ",シン,n4
真,"true,reality,Buddhist sect","ま,ま-,まこと",シン,n4
有,"possess,have,exist,happen,occur,approx",あ.る,"ユウ,ウ",n4
別,"separate,branch off,diverge,fork,another,extra,specially","わか.れる,わ.ける",ベツ,n4
夕,evening,ゆう,セキ,n4
急,"hurry,emergency,sudden,steep","いそ.ぐ,いそ.ぎ,せ.く",キュウ,n4
送,"escort,send",おく.る,ソウ,n4
特,special,おく.る,トク,n4
答,"solution,answer","こた.える,こた.え",トウ,n4
夜,"night,evening","よ,よる",ヤ,n4
転,"revolve,turn around,change","ころ.がる,ころ.げる,ころ.がす,ころ.ぶ,まろ.ぶ,うたた,うつ.る,くる.めく",テン,n4
店,"store,shop","みせ,たな",テン,n4
帰,"homecoming,arrive at,lead to,result in","かえ.る,かえ.す,おく.る,とつ.ぐ",キ,n4
研,"polish,study of,sharpen",と.ぐ,ケン,n4
歌,"song,sing","うた,うた.う",カ,n4
図,"map,drawing,plan,extraordinary,audacious","え,はか.る","ズ,ト",n4
室,"room,apartment,chamber,greenhouse,cellar",むろ,シツ,n4
究,"research,study",きわ.める,"キュウ,ク",n4
歩,"walk,counter for steps","ある.く,あゆ.む","ホ,ブ,フ",n4
風,"wind,air,style,manner","かぜ,かざ-","フウ,フ",n4
紙,paper,かみ,シ,n4
起,"rouse,wake up,get up","お.きる,お.こる,お.こす,おこ.す,た.つ",キ,n4
着,"don,arrive,wear,counter for suits of clothing","き.る,き.せる,つ.く,つ.ける","チャク,ジャク",n4
黒,black,"くろ,くろ.ずむ,くろ.い",コク,n4
病,"ill,sick","や.む,-や.み,やまい","ビョウ,ヘイ",n4
春,"springtime,spring (season)",はる,シュン,n4
待,"wait,depend on","ま.つ,-ま.ち",タイ,n4
族,"tribe,family","ま.つ,-ま.ち",ゾク,n4
料,"fee,materials","ま.つ,-ま.ち",リョウ,n4
銀,silver,しろがね,ギン,n4
建,build,"た.てる,た.て,-だ.て,た.つ","ケン,コン",n4
色,color,いろ,"ショク,シキ",n4
走,run,はし.る,ソウ,n4
秋,autumn,"あき,とき",シュウ,n4
医,"doctor,medicine","い.やす,い.する,くすし",イ,n4
仕,"attend,doing,official,serve",つか.える,"シ,ジ",n4
夏,summer,なつ,"カ,ガ,ゲ",n4
去,"gone,past,quit,leave,elapse,eliminate,divorce","さ.る,-さ.る","キョ,コ",n4
味,"flavor,taste","あじ,あじ.わう",ミ,n4
犬,dog,"いぬ,いぬ-",ケン,n4
古,old,"ふる.い,ふる-,-ふる.す",コ,n4
写,"copy,be photographed,describe","うつ.す,うつ.る,うつ-,うつ.し","シャ,ジャ",n4
買,buy,か.う,バイ,n4
週,week,か.う,シュウ,n4
私,"private,I,me","わたくし,わたし",シ,n4
注,"pour,irrigate,shed (tears),flow into,concentrate on,notes,comment,annotate","そそ.ぐ,さ.す,つ.ぐ",チュウ,n4
試,"test,try,attempt,experiment,ordeal","こころ.みる,ため.す",シ,n4
悪,"bad,vice,rascal,false,evil,wrong","わる.い,わる-,あ.し,にく.い,-にく.い,ああ,いずくに,いずくんぞ,にく.む","アク,オ",n4
験,"verification,effect,testing","あかし,しるし,ため.す,ためし","ケン,ゲン",n4
英,"England,English,hero,outstanding,calyx",はなぶさ,エイ,n4
館,"building,mansion,large building,palace","やかた,たて",カン,n4
屋,"roof,house,shop,dealer,seller",や,オク,n4
曜,weekday,や,ヨウ,n4
質,"substance,quality,matter,temperament","たち,ただ.す,もと,わりふ","シツ,シチ,チ",n4
肉,meat,しし,ニク,n4
鳥,"bird,chicken",とり,チョウ,n4
習,learn,"なら.う,なら.い","シュウ,ジュ",n4
冬,winter,ふゆ,トウ,n4
昼,"daytime,noon",ひる,チュウ,n4
茶,tea,ひる,"チャ,サ",n4
洋,"ocean,sea,foreign,Western style",ひる,ヨウ,n4
弟,"younger brother,faithful service to elders",おとうと,"テイ,ダイ,デ",n4
旅,"trip,travel",たび,リョ,n4
牛,cow,うし,ギュウ,n4
映,"reflect,reflection,projection","うつ.る,うつ.す,は.える,-ば.え",エイ,n4
兄,"elder brother,big brother",あに,"ケイ,キョウ",n4
服,"clothing,admit,obey,discharge",あに,フク,n4
妹,younger sister,いもうと,マイ,n4
駅,station,いもうと,エキ,n4
姉,elder sister,"あね,はは",シ,n4
勉,"exertion,endeavour,encourage,strive,make effort,diligent",つと.める,ベン,n4
魚,fish,"うお,さかな,-ざかな",ギョ,n4
借,"borrow,rent",か.りる,シャク,n4
飲,"drink,smoke,take","の.む,-の.み","イン,オン",n4
堂,"public chamber,hall","の.む,-の.み",ドウ,n4
飯,"meal,boiled rice",めし,ハン,n4
漢,"Sino-,China",めし,カン,n4
貸,lend,"か.す,か.し-,かし-",タイ,n4
日,"day,sun,Japan,counter for days","ひ,-び,-か","ニチ,ジツ",n5
一,"one,one radical (no.1)","ひと-,ひと.つ","イチ,イツ",n5
人,person,"ひと,-り,-と","ジン,ニン",n5
国,country,くに,コク,n5
年,"year,counter for years",とし,ネン,n5
大,"large,big","おお-,おお.きい,-おお.いに","ダイ,タイ",n5
十,ten,"とお,と,そ","ジュウ,ジッ,ジュッ",n5
二,"two,two radical (no. 7)","ふた,ふた.つ,ふたたび","ニ,ジ",n5
本,"book,present,main,origin,true,real,counter for long cylindrical things",もと,ホン,n5
中,"in,inside,middle,mean,center","なか,うち,あた.る",チュウ,n5
出,"exit,leave,go out,come out,put out,protrude","で.る,-で,だ.す,-だ.す,い.でる,い.だす","シュツ,スイ",n5
三,three,"み,み.つ,みっ.つ","サン,ゾウ",n5
見,"see,hopes,chances,idea,opinion,look at,visible","み.る,み.える,み.せる",ケン,n5
月,"month,moon",つき,"ゲツ,ガツ",n5
長,"long,leader,superior,senior","なが.い,おさ",チョウ,n5
生,"life,genuine,birth","い.きる,い.かす,い.ける,う.まれる,うま.れる,う.まれ,うまれ,う.む,お.う,は.える,は.やす,き,なま,なま-,な.る,な.す,む.す,-う","セイ,ショウ",n5
五,five,"いつ,いつ.つ",ゴ,n5
時,"time,hour","とき,-どき",ジ,n5
上,"above,up","うえ,-うえ,うわ-,かみ,あ.げる,-あ.げる,あ.がる,-あ.がる,あ.がり,-あ.がり,のぼ.る,のぼ.り,のぼ.せる,のぼ.す,たてまつ.る","ジョウ,ショウ,シャン",n5
行,"going,journey,carry out,conduct,act,line,row,bank","い.く,ゆ.く,-ゆ.き,-ゆき,-い.き,-いき,おこな.う,おこ.なう","コウ,ギョウ,アン",n5
四,four,"よ,よ.つ,よっ.つ,よん",シ,n5
後,"behind,back,later","のち,うし.ろ,うしろ,あと,おく.れる","ゴ,コウ",n5
金,gold,"かね,かな-,-がね","キン,コン,ゴン",n5
前,"in front,before","まえ,-まえ",ゼン,n5
九,nine,"ここの,ここの.つ","キュウ,ク",n5
入,"enter,insert","い.る,-い.る,-い.り,い.れる,-い.れ,はい.る","ニュウ,ジュ",n5
学,"study,learning,science",まな.ぶ,ガク,n5
間,"interval,space","あいだ,ま,あい","カン,ケン",n5
円,"circle,yen,round","まる.い,まる,まど,まど.か,まろ.やか",エン,n5
子,"child,sign of the rat,11PM-1AM,first sign of Chinese zodiac","こ,-こ,ね","シ,ス,ツ",n5
東,east,ひがし,トウ,n5
八,"eight,eight radical (no. 12)","や,や.つ,やっ.つ,よう",ハチ,n5
六,six,"む,む.つ,むっ.つ,むい","ロク,リク",n5
下,"below,down,descend,give,low,inferior","した,しも,もと,さ.げる,さ.がる,くだ.る,くだ.り,くだ.す,-くだ.す,くだ.さる,お.ろす,お.りる","カ,ゲ",n5
今,now,いま,"コン,キン",n5
気,"spirit,mind,air,atmosphere,mood",き,"キ,ケ",n5
小,"little,small","ちい.さい,こ-,お-,さ-",ショウ,n5
七,seven,"なな,なな.つ,なの",シチ,n5
高,"tall,high,expensive","たか.い,たか,-だか,たか.まる,たか.める",コウ,n5
山,mountain,やま,"サン,セン",n5
女,"woman,female","おんな,め","ジョ,ニョ,ニョウ",n5
外,outside,"そと,ほか,はず.す,はず.れる,と-","ガイ,ゲ",n5
百,hundred,もも,"ヒャク,ビャク",n5
先,"before,ahead,previous,future,precedence","さき,ま.ず",セン,n5
名,"name,noted,distinguished,reputation","な,-な","メイ,ミョウ",n5
川,"stream,river,river or three-stroke river radical (no. 47)",かわ,セン,n5
千,thousand,ち,セン,n5
来,"come,due,next,cause,become","く.る,きた.る,きた.す,き.たす,き.たる,き,こ","ライ,タイ",n5
水,water,"みず,みず-",スイ,n5
男,male,"おとこ,お","ダン,ナン",n5
話,"tale,talk","はな.す,はなし",ワ,n5
校,"exam,school,printing,proof,correction","はな.す,はなし","コウ,キョウ",n5
北,north,きた,ホク,n5
土,"soil,earth,ground,Turkey",つち,"ド,ト",n5
午,"noon,sign of the horse,11AM-1PM,seventh sign of Chinese zodiac",うま,ゴ,n5
木,"tree,wood","き,こ-","ボク,モク",n5
車,car,くるま,シャ,n5
書,write,"か.く,-が.き,-がき",ショ,n5
半,"half,middle,odd number,semi-,part-",なか.ば,ハン,n5
白,white,"しろ,しら-,しろ.い","ハク,ビャク",n5
天,"heavens,sky,imperial","あまつ,あめ,あま-",テン,n5
西,"west,Spain",にし,"セイ,サイ,ス",n5
電,electricity,にし,デン,n5
火,fire,"ひ,-び,ほ-",カ,n5
語,"word,speech,language","かた.る,かた.らう",ゴ,n5
右,right,みぎ,"ウ,ユウ",n5
左,left,ひだり,"サ,シャ",n5
聞,"hear,ask,listen","き.く,き.こえる","ブン,モン",n5
休,"rest,day off,retire,sleep","やす.む,やす.まる,やす.める",キュウ,n5
食,"eat,food","く.う,く.らう,た.べる,は.む","ショク,ジキ",n5
何,what,"なに,なん,なに-,なん-",カ,n5
南,south,みなみ,"ナン,ナ",n5
万,"ten thousand,10,000",よろず,"マン,バン",n5
毎,every,"ごと,-ごと.に",マイ,n5
雨,rain,"あめ,あま-,-さめ",ウ,n5
母,mother,"はは,も",ボ,n5
読,read,"よ.む,-よ.み","ドク,トク,トウ",n5
友,friend,とも,ユウ,n5
父,father,ちち,フ,n5
